0, 1
0.1, 0.09412789, -0.4
-0.78539816339, -0.7695315338265657, -0.7536649042631314, -0.7377982746996969, -0.7219316451362626, -0.7060650155728283, -0.690198386009394, -0.6743317564459597, -0.6584651268825252, -0.6425984973190909, -0.6267318677556566, -0.6108652381922222, -0.594998608628788, -0.5791319790653535, -0.5632653495019192, -0.5473987199384849, -0.5315320903750504, -0.5156654608116162, -0.4997988312481818, -0.4839322016847475, -0.4680655721213131, -0.4521989425578788, -0.4363323129944444, -0.4204656834310101, -0.4045990538675758, -0.3887324243041414, -0.3728657947407071, -0.3569991651772727, -0.3411325356138384, -0.325265906050404, -0.3093992764869697, -0.2935326469235353, -0.277666017360101, -0.26179938779666667, -0.24593275823323235, -0.23006612866979792, -0.2141994991063636, -0.19833286954292928, -0.18246623997949496, -0.16659961041606053, -0.1507329808526262, -0.1348663512891919, -0.11899972172575757, -0.10313309216232325, -0.08726646259888882, -0.0713998330354545, -0.055533203472020176, -0.039666573908585856, -0.023799944345151536, -0.007933314781717105, 0.007933314781717216, 0.023799944345151536, 0.039666573908585856, 0.05553320347202029, 0.07139983303545461, 0.08726646259888893, 0.10313309216232325, 0.11899972172575757, 0.134866351289192, 0.15073298085262632, 0.16659961041606064, 0.18246623997949496, 0.1983328695429294, 0.2141994991063637, 0.23006612866979803, 0.24593275823323246, 0.26179938779666667, 0.2776660173601011, 0.2935326469235353, 0.30939927648696974, 0.3252659060504042, 0.3411325356138384, 0.3569991651772728, 0.372865794740707, 0.38873242430414146, 0.4045990538675759, 0.4204656834310101, 0.4363323129944445, 0.45219894255787896, 0.46806557212131317, 0.4839322016847476, 0.4997988312481818, 0.5156654608116162, 0.5315320903750507, 0.5473987199384849, 0.5632653495019193, 0.5791319790653535, 0.594998608628788, 0.6108652381922224, 0.6267318677556566, 0.642598497319091, 0.6584651268825252, 0.6743317564459597, 0.6901983860093941, 0.7060650155728283, 0.7219316451362627, 0.7377982746996969, 0.7536649042631314, 0.7695315338265658, 0.78539816339
-0.125, -0.12247474747474747, -0.11994949494949494, -0.11742424242424243, -0.1148989898989899, -0.11237373737373738, -0.10984848484848485, -0.10732323232323232, -0.10479797979797979, -0.10227272727272727, -0.09974747474747475, -0.09722222222222222, -0.0946969696969697, -0.09217171717171717, -0.08964646464646464, -0.08712121212121213, -0.08459595959595959, -0.08207070707070707, -0.07954545454545454, -0.07702020202020202, -0.07449494949494949, -0.07196969696969696, -0.06944444444444445, -0.0669191919191919, -0.06439393939393939, -0.061868686868686865, -0.05934343434343434, -0.05681818181818181, -0.05429292929292928, -0.05176767676767677, -0.04924242424242424, -0.04671717171717171, -0.044191919191919185, -0.04166666666666666, -0.03914141414141413, -0.0366161616161616, -0.03409090909090909, -0.03156565656565656, -0.029040404040404033, -0.026515151515151505, -0.023989898989898978, -0.02146464646464645, -0.018939393939393936, -0.01641414141414141, -0.013888888888888881, -0.011363636363636354, -0.008838383838383826, -0.006313131313131298, -0.0037878787878787845, -0.0012626262626262569, 0.0012626262626262708, 0.0037878787878788123, 0.006313131313131326, 0.00883838383838384, 0.011363636363636381, 0.013888888888888895, 0.016414141414141437, 0.01893939393939395, 0.021464646464646464, 0.023989898989899006, 0.02651515151515152, 0.02904040404040406, 0.031565656565656575, 0.034090909090909116, 0.03661616161616163, 0.039141414141414144, 0.041666666666666685, 0.0441919191919192, 0.04671717171717174, 0.049242424242424254, 0.051767676767676796, 0.05429292929292931, 0.05681818181818182, 0.059343434343434365, 0.06186868686868688, 0.06439393939393942, 0.06691919191919193, 0.06944444444444445, 0.07196969696969699, 0.0744949494949495, 0.07702020202020204, 0.07954545454545456, 0.0820707070707071, 0.08459595959595961, 0.08712121212121213, 0.08964646464646467, 0.09217171717171718, 0.09469696969696972, 0.09722222222222224, 0.09974747474747478, 0.10227272727272729, 0.1047979797979798, 0.10732323232323235, 0.10984848484848486, 0.1123737373737374, 0.11489898989898992, 0.11742424242424243, 0.11994949494949497, 0.12247474747474749, 0.125
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf
